source,destination,score,evidence
hsa-miR-4279,"Luminal A,triple negative cancer",0.8516817688941956,Unconfirmed
hsa-miR-652,clear cell ovarian carcinoma cancer,0.8461995720863342,miR2Disease
hsa-miR-6851-3p,Leptomeningeal metastasis cancer,0.8355678915977478,Unconfirmed
hsa-miR-144*,adrenocortical carcinoma cancer,0.8320666551589966,miR2Disease
hsa-miR-2355-5p,gastrointestinal stromal tumor,0.8170723915100098,Unconfirmed
hsa-miR-1276,malignant pleural mesothelioma cancer,0.8096504807472229,Unconfirmed
hsa-miR-363,glioblastoma cancer,0.7789592146873474,miR2Disease
hsa-miR-6828-3p,chromophobe renal cell carcinoma cancer,0.7682774066925049,Unconfirmed
hsa-miR-4679,adenocarcinoma cancer,0.7682464718818665,Unconfirmed
hsa-miR-145-5p,small intestinal neuroendocrine tumor,0.7630785703659058,Unconfirmed
hsa-miR-7-5p,melanoma brain metastasis cancer,0.7624555826187134,Unconfirmed
hsa-miR-585-3p,Kaposi's sarcoma cancer,0.7592898607254028,Unconfirmed
hsa-miR-4785,sarcoma,0.7589934468269348,Unconfirmed
hsa-miR-22,bladder cancer,0.757436990737915,miR2Disease
hsa-miR-4476,myeloma cancer,0.7535301446914673,Unconfirmed
hsa-miR-3189-5p,non-small cell lung cancer,0.7528936266899109,Unconfirmed
hsa-miR-6124,ovarian carcinoma cancer,0.7524276971817017,Unconfirmed
hsa-miR-488-5p,skin cutaneous melanoma cancer,0.7493579387664795,Unconfirmed
hsa-miR-659-5p,Gastric lymphoma cancer,0.7459787130355835,Unconfirmed
hsa-miR-548e-3p,astrocytoma cancer,0.7456961870193481,Unconfirmed
hsa-miR-26b-3p,H. Pylori negative gastric cancer,0.7428554892539978,Unconfirmed
hsa-miR-4419a,breast invasive carcinoma cancer,0.7419222593307495,Unconfirmed
hsa-miR-3155a,Barrett's carcinogenesis cancer,0.7271072864532471,Unconfirmed
hsa-miR-18b,larynx cancer,0.7179545164108276,miR2Disease
hsa-miR-381,retinoblastoma,0.6913952231407166,miR2Disease
hsa-miR-4771,large cell carcinoma cancer,0.6894973516464233,Unconfirmed
hsa-miR-6815-3p,chronic lymphocytic leukemia cancer,0.6858866810798645,Unconfirmed
hsa-miR-3193,invasive lobular carcinoma cancer,0.6773104667663574,Unconfirmed
hsa-miR-374a,medullary thyroid cancer,0.6759244203567505,Unconfirmed
hsa-miR-93,chordoma,0.6717487573623657,miR2Disease
hsa-miR-6815-5p,hepatoblastoma cancer,0.6716554164886475,Unconfirmed
hsa-miR-7975,oropharyngeal squamous cell carcinoma,0.6702523827552795,Unconfirmed
hsa-miR-6869-5p,prostate adenocarcinoma cancer,0.6647868752479553,Unconfirmed
hsa-miR-139-5p,B acute lymphoblastic leukemia cancer,0.6544565558433533,miR2Disease
hsa-miR-6778-5p,cervical squamous cell carcinoma cancer,0.6539741158485413,Unconfirmed
hsa-miR-3912-5p,colon cancer,0.6533766984939575,Unconfirmed
hsa-miR-589-5p,colonic adenomas cancer,0.6525779962539673,Unconfirmed
hsa-miR-4732-3p,B cell lymphoma cancer,0.646259605884552,Unconfirmed
hsa-miR-3152-5p,osteosarcoma cancer,0.6350487470626831,Unconfirmed
hsa-miR-33b-3p,aryngeal squamous cell carcinoma cancer,0.6299393773078918,Unconfirmed
hsa-miR-423-5p,diffuse large B cell lymphoma cancer,0.6274380087852478,Unconfirmed
hsa-miR-362-3p,follicular thyroid carcinoma cancer,0.6206580996513367,Unconfirmed
hsa-miR-1281,esophageal carcinoma cancer,0.6153792142868042,Unconfirmed
hsa-miR-6805-5p,Luminal cancer,0.6104497909545898,Unconfirmed
hsa-miR-301a-5p,meningioma cancer,0.6079420447349548,Unconfirmed
hsa-miR-370-3p,glioblastoma  cancer,0.5963771343231201,Unconfirmed
hsa-miR-191,Luminal A cancer,0.5885322690010071,miR2Disease
