source,destination,score,evidence
hsa-miR-6824-5p,"squamous cell breast carcinoma, acantholytic variant",0.886959433555603,Unconfirmed
hsa-miR-6720-3p,"squamous cell breast carcinoma, acantholytic variant",0.886959433555603,Unconfirmed
hsa-miR-4793-3p,"squamous cell breast carcinoma, acantholytic variant",0.886959433555603,Unconfirmed
hsa-miR-425*,"squamous cell breast carcinoma, acantholytic variant",0.886959433555603,Unconfirmed
hsa-miR-96-5p,"squamous cell breast carcinoma, acantholytic variant",0.886959433555603,Unconfirmed
hsa-miR-361-3p,"Luminal B,triple negative",0.886884331703186,Unconfirmed
hsa-miR-181d,"Luminal B,triple negative",0.886884331703186,miR2Disease
hsa-miR-425*,"Luminal B,triple negative",0.886884331703186,Unconfirmed
hsa-miR-153,Hodgkin lymphoma,0.8868451714515686,miR2Disease
hsa-miR-126*,B cell lymphoma of MALT type,0.8868436813354492,miR2Disease
hsa-miR-7852-3p,pancreatic ductal adenocarcinoma,0.8868290185928345,Unconfirmed
hsa-miR-424,invasive ductal carcinoma,0.8867468237876892,miR2Disease
hsa-miR-424,breast cancer,0.8867429494857788,miR2Disease
hsa-miR-190,Gastric lymphoma,0.8866148591041565,miR2Disease
hsa-miR-99a,B cell lymphoma of MALT type,0.8866127133369446,miR2Disease
hsa-miR-33,invasive ductal carcinoma,0.8865980505943298,miR2Disease
hsa-miR-9*,Splenic lymphoma,0.8865658640861511,miR2Disease
hsa-miR-9*,hepatoblastoma,0.8865195512771606,miR2Disease
hsa-miR-125b,B cell lymphoma of MALT type,0.8864980936050415,miR2Disease
hsa-miR-424,pancreatic ductal adenocarcinoma,0.8864727020263672,miR2Disease
hsa-miR-569,solid pseudopapillary neoplasm of pancreas,0.8864606618881226,Unconfirmed
hsa-miR-6127,solid pseudopapillary neoplasm of pancreas,0.8864606618881226,Unconfirmed
hsa-miR-424,Oncocytoma,0.8864377737045288,miR2Disease
hsa-miR-548j-5p,castration-resistant prostate cancer,0.8864213824272156,Unconfirmed
hsa-miR-6515-5p,castration-resistant prostate cancer,0.8864213824272156,Unconfirmed
hsa-miR-6824-5p,castration-resistant prostate cancer,0.8864213824272156,Unconfirmed
hsa-miR-3647-3p,castration-resistant prostate cancer,0.8864213824272156,Unconfirmed
hsa-miR-496,castration-resistant prostate cancer,0.8864213824272156,Unconfirmed
hsa-miR-522*,castration-resistant prostate cancer,0.8864213824272156,Unconfirmed
hsa-miR-125a,castration-resistant prostate cancer,0.8864213824272156,miR2Disease
hsa-miR-8057,castration-resistant prostate cancer,0.8864213824272156,Unconfirmed
hsa-miRPlus-A1031,castration-resistant prostate cancer,0.8864213824272156,Unconfirmed
hsa-miRPlus-A1083,castration-resistant prostate cancer,0.8864213824272156,Unconfirmed
hsa-miR-8064,castration-resistant prostate cancer,0.8864213824272156,Unconfirmed
hsa-miR-5695,castration-resistant prostate cancer,0.8864213824272156,Unconfirmed
hsa-miR-7852-3p,retinoblastoma,0.8863958120346069,Unconfirmed
hsa-miR-7852-3p,T cell leukemia,0.886385977268219,Unconfirmed
hsa-miR-182,oral squamous cell carcinoma,0.886325478553772,miR2Disease
hsa-miR-424,nasopharyngeal cancer,0.8863188028335571,miR2Disease
hsa-miR-424,Synovial sarcoma,0.8862762451171875,miR2Disease
hsa-miR-9*,Synovial sarcoma,0.8862590789794922,miR2Disease
hsa-miR-548ae-5p@,larynx cancer,0.88619065284729,Unconfirmed
hsa-miR-182,clear cell ovarian carcinoma,0.8861647844314575,miR2Disease
hsa-miR-424,larynx cancer,0.8861634731292725,miR2Disease
hsa-miR-9*,oral squamous cell carcinoma,0.8861506581306458,miR2Disease
hsa-miR-4297,sarcoma,0.8861002326011658,Unconfirmed
hsa-miR-3647-3p,sarcoma,0.8861002326011658,Unconfirmed
hsa-miR-29b-1,sarcoma,0.8861002326011658,miR2Disease
hsa-miR-425*,miR-142-y,0.8860621452331543,Unconfirmed
hsa-miR-181d,miR-142-y,0.8860621452331543,miR2Disease
hsa-miR-6127,miR-142-y,0.8860621452331543,Unconfirmed
hsa-miR-4639-5p,miR-142-y,0.8860621452331543,Unconfirmed
hsa-miR-548ae-5p@,T cell leukemia,0.8860556483268738,Unconfirmed
hsa-miR-424,hepatocellular carcinoma,0.8860390782356262,miR2Disease
hsa-miR-424,retinoblastoma,0.8860382437705994,miR2Disease
hsa-miR-190,primary papillary thyroid carcinomas,0.8860377669334412,miR2Disease
hsa-miR-29b,colorectal cancer,0.8860339522361755,miR2Disease
hsa-miR-29b,Gastric lymphoma,0.8860287070274353,miR2Disease
hsa-miR-548am-5p@,glioma,0.8860199451446533,Unconfirmed
hsa-miR-33,oral squamous cell carcinoma,0.8860183954238892,miR2Disease
hsa-miR-142-3p,large cell neuroendocrine cancer,0.88600754737854,miR2Disease
hsa-miR-424,clear cell ovarian carcinoma,0.8860068917274475,miR2Disease
hsa-miR-190,hepatocellular carcinoma,0.8859078884124756,miR2Disease
hsa-miR-190,retinoblastoma,0.8859070539474487,miR2Disease
hsa-miR-221,Luminal A,0.8858838677406311,miR2Disease
hsa-miR-33,T cell leukemia,0.8858789801597595,miR2Disease
hsa-miR-190,clear cell ovarian carcinoma,0.8858758211135864,miR2Disease
hsa-miR-29b,Splenic lymphoma,0.8858654499053955,miR2Disease
hsa-miR-342,T acute lymphoblastic leukemia,0.8857601881027222,miR2Disease
hsa-miR-424,HPV negative,0.8856374025344849,miR2Disease
hsa-miR-9*,HPV negative,0.8856202960014343,miR2Disease
hsa-miR-342,oral squamous cell carcinoma,0.8855865597724915,miR2Disease
hsa-miR-339,T acute lymphoblastic leukemia,0.8855648040771484,miR2Disease
hsa-miR-9*,non-small cell lung cancer,0.8855329155921936,miR2Disease
hsa-miR-29b,primary papillary thyroid carcinomas,0.8854488730430603,miR2Disease
hsa-miR-548ae-5p@,stomach adenocarcinoma,0.8854476809501648,Unconfirmed
hsa-miR-424,stomach adenocarcinoma,0.885420560836792,miR2Disease
hsa-miR-144-5p,diffuse large B-cell lymphoma,0.8854121565818787,Unconfirmed
hsa-miR-1271-3p,diffuse large B-cell lymphoma,0.8854121565818787,Unconfirmed
hsa-miR-513c,diffuse large B-cell lymphoma,0.8854121565818787,Unconfirmed
hsa-miR-374b-3p,diffuse large B-cell lymphoma,0.8854121565818787,Unconfirmed
hsa-miR-9*,stomach adenocarcinoma,0.8854032754898071,miR2Disease
hsa-miR-33,non-small cell lung cancer,0.8853998780250549,miR2Disease
hsa-miR-153,Barrett's carcinogenesis,0.8853951096534729,miR2Disease
hsa-miR-190,B cell lymphoma of MALT type,0.8853269219398499,miR2Disease
hsa-miR-338,Barrett's carcinogenesis,0.8853063583374023,miR2Disease
hsa-miR-29b,clear cell ovarian carcinoma,0.8852861523628235,miR2Disease
hsa-miR-339,glioma,0.8852658271789551,miR2Disease
hsa-miR-7515,Gastric lymphoma,0.8851907253265381,Unconfirmed
hsa-miR-7515,breast cancer,0.8851884603500366,Unconfirmed
hsa-miR-9*,chromophobe renal cell carcinoma,0.8850498795509338,miR2Disease
hsa-miR-518a-1,T cell leukemia,0.8849937319755554,Unconfirmed
hsa-miR-188,Gastric lymphoma,0.8849872946739197,miR2Disease
hsa-miR-520g-3p@,T acute lymphoblastic leukemia,0.8849804997444153,Unconfirmed
hsa-miR-518a-1,clear cell ovarian carcinoma,0.8849719762802124,Unconfirmed
hsa-miR-190,chromophobe renal cell carcinoma,0.8849351406097412,miR2Disease
hsa-miR-342,esophageal cancer,0.8848828673362732,miR2Disease
hsa-miR-3180@,multiple myeloma,0.8848703503608704,Unconfirmed
hsa-miR-9*,Barrett's carcinogenesis,0.8847489953041077,miR2Disease
hsa-miR-5585-5p,miR-675-y,0.8846991658210754,Unconfirmed
hsa-miR-3151-5p,miR-675-y,0.8846991658210754,Unconfirmed
hsa-miR-598-5p,miR-675-y,0.8846991658210754,Unconfirmed
hsa-miR-5688,colorectal cancer,0.8846195936203003,Unconfirmed
hsa-miR-5688,Gastric lymphoma,0.8846144080162048,Unconfirmed
hsa-miR-518a-1,HPV negative,0.8845996260643005,Unconfirmed
hsa-miR-518a-1,esophageal cancer,0.8844280242919922,Unconfirmed
hsa-miR-188,clear cell ovarian carcinoma,0.8842388987541199,miR2Disease
hsa-miR-3180@,lung cancer,0.8842361569404602,Unconfirmed
hsa-miR-5688,T acute lymphoblastic leukemia,0.8842030167579651,Unconfirmed
hsa-miR-3180@,esophageal cancer,0.884190022945404,Unconfirmed
hsa-miR-520g-3p@,esophageal cancer,0.8840978741645813,Unconfirmed
hsa-miR-7515,HPV negative,0.8840698599815369,Unconfirmed
hsa-miR-518a-1,chromophobe renal cell carcinoma,0.8840247392654419,Unconfirmed
hsa-miR-5688,larynx cancer,0.8840230703353882,Unconfirmed
hsa-miR-7515,non-small cell lung cancer,0.8839812278747559,Unconfirmed
hsa-miR-5688,hepatocellular carcinoma,0.8838965892791748,Unconfirmed
hsa-miR-125b,kidney chromophobe cancer,0.8838919401168823,miR2Disease
hsa-miR-188,HPV negative,0.8838645219802856,miR2Disease
hsa-miR-520g-3p@,chromophobe renal cell carcinoma,0.8836936950683594,Unconfirmed
hsa-miR-188,esophageal cancer,0.8836920261383057,miR2Disease
hsa-miR-4442,synovial sarcoma,0.8836166262626648,Unconfirmed
hsa-miR-6777-3p,synovial sarcoma,0.8836166262626648,Unconfirmed
hsa-miR-423-5p_2,"squamous cell breast carcinoma, acantholytic variant",0.8835703134536743,Unconfirmed
hsa-miR-5585-5p,"squamous cell breast carcinoma, acantholytic variant",0.8835703134536743,Unconfirmed
hsa-miR-181c*,"squamous cell breast carcinoma, acantholytic variant",0.8835703134536743,Unconfirmed
hsa-miR-4709-5p,"squamous cell breast carcinoma, acantholytic variant",0.8835703134536743,Unconfirmed
hsa-miR-135a*,"Luminal B,triple negative",0.8834931254386902,Unconfirmed
hsa-miR-423-5p_2,"Luminal B,triple negative",0.8834931254386902,Unconfirmed
hsa-miR-513c,"Luminal B,triple negative",0.8834931254386902,Unconfirmed
hsa-miR-153,bladder cancer,0.8833494782447815,miR2Disease
hsa-miR-29b,non-small cell lung adenocarcinoma,0.8833052515983582,miR2Disease
hsa-miR-338,bladder cancer,0.8832595348358154,miR2Disease
hsa-miR-105-1,brain cancer,0.8830924034118652,Unconfirmed
hsa-miR-548c-3p,solid pseudopapillary neoplasm of pancreas,0.8830586075782776,Unconfirmed
hsa-miR-520g-3p@,Luminal A,0.8830341696739197,Unconfirmed
hsa-miR-598-5p,castration-resistant prostate cancer,0.8830183148384094,Unconfirmed
hsa-miR-512-5p-384,castration-resistant prostate cancer,0.8830183148384094,Unconfirmed
hsa-miR-4694-5p,castration-resistant prostate cancer,0.8830183148384094,Unconfirmed
hsa-miR-6500-5p,castration-resistant prostate cancer,0.8830183148384094,Unconfirmed
hsa-miR-615,castration-resistant prostate cancer,0.8830183148384094,miR2Disease
hsa-miR-188,Barrett's carcinogenesis,0.8829818367958069,miR2Disease
hsa-miR-548b-3p,diffuse large B-cell lymphoma,0.8829812407493591,Unconfirmed
hsa-miR-642,diffuse large B-cell lymphoma,0.8829812407493591,miR2Disease
hsa-miRPlus-G1065-5p,diffuse large B-cell lymphoma,0.8829812407493591,Unconfirmed
hsa-miR-100-3p,diffuse large B-cell lymphoma,0.8829812407493591,Unconfirmed
hsa-miR-6508-3p,diffuse large B-cell lymphoma,0.8829812407493591,Unconfirmed
hsa-miR-548ae-5p@,bladder cancer,0.8827389478683472,Unconfirmed
hsa-miR-598-5p,sarcoma,0.8826887607574463,Unconfirmed
hsa-miR-9*,uterus cancer,0.882673442363739,miR2Disease
hsa-miR-423-5p_2,miR-142-y,0.8826497793197632,Unconfirmed
hsa-miR-548c-3p,miR-142-y,0.8826497793197632,Unconfirmed
hsa-miR-144-5p,miR-142-y,0.8826497793197632,Unconfirmed
hsa-miR-6744-3p,miR-142-y,0.8826497793197632,Unconfirmed
hsa-miR-135a*,miR-142-y,0.8826497793197632,Unconfirmed
hsa-miR-7515,non-small cell lung adenocarcinoma,0.8824500441551208,Unconfirmed
hsa-miR-7852-3p,head and neck squamous cell carcinoma,0.8823867440223694,Unconfirmed
hsa-miR-6079,Wilms tumor,0.8823511600494385,Unconfirmed
hsa-miR-34c-3p,miR-675-y,0.8822551369667053,Unconfirmed
hsa-miR-3660,miR-675-y,0.8822551369667053,Unconfirmed
hsa-let-7g-5p,miR-675-y,0.8822551369667053,Unconfirmed
hsa-miR-221,wilms tumor,0.8821448087692261,miR2Disease
hsa-miR-548ae-5p@,head and neck squamous cell carcinoma,0.8820463418960571,Unconfirmed
hsa-miR-424,head and neck squamous cell carcinoma,0.8820183873176575,miR2Disease
hsa-miR-101,osteosarcoma,0.8820035457611084,miR2Disease
hsa-miR-9*,head and neck squamous cell carcinoma,0.8820006847381592,miR2Disease
hsa-miR-337,miR-675-y,0.881868302822113,miR2Disease
hsa-miR-3677-3p,miR-675-y,0.881868302822113,Unconfirmed
hsa-miR-33,adrenocortical carcinoma,0.8818284869194031,miR2Disease
hsa-miR-4433-3p,miR-675-y,0.8817641735076904,Unconfirmed
hsa-miR-15a-5p,miR-675-y,0.8817641735076904,Unconfirmed
hsa-miR-6132,miR-675-y,0.8817641735076904,Unconfirmed
hsa-miR-361-3p,follicular thyroid carcinoma,0.8816819787025452,Unconfirmed
hsa-miR-515-5p,follicular thyroid carcinoma,0.8816819787025452,Unconfirmed
hsa-miR-99a,head and neck cancer,0.8815680146217346,miR2Disease
hsa-miR-3180@,kidney chromophobe cancer,0.881528913974762,Unconfirmed
hsa-miR-182,osteosarcoma,0.8814488649368286,miR2Disease
hsa-miR-342,head and neck squamous cell carcinoma,0.8814185857772827,miR2Disease
hsa-miR-8058,renal cell carcinoma,0.8813844919204712,Unconfirmed
hsa-miR-338,Wilms tumor,0.8813794255256653,miR2Disease
hsa-let-7d,lymphoma,0.8813323974609375,"HMDD, miR2Disease"
hsa-miR-342,H. Pylori negative gastric cancer,0.8813302516937256,miR2Disease
hsa-miR-522-5p,Luminal A,0.8813216686248779,Unconfirmed
hsa-miR-548ae-5p@,osteosarcoma,0.8813135623931885,Unconfirmed
hsa-miR-189,T-cell lymphoblastic lymphoma,0.8812223076820374,miR2Disease
hsa-miR-7852-3p,Wilms tumor,0.8811952471733093,Unconfirmed
hsa-miR-3660,synovial sarcoma,0.8811526894569397,Unconfirmed
hsa-miR-2115-5p,synovial sarcoma,0.8811526894569397,Unconfirmed
hsa-miR-4480,synovial sarcoma,0.8811526894569397,Unconfirmed
hsa-miR-129-1-3p,synovial sarcoma,0.8811526894569397,Unconfirmed
hsa-miR-601,synovial sarcoma,0.8811526894569397,miR2Disease
hsa-miR-5192,synovial sarcoma,0.8811526894569397,Unconfirmed
hsa-miR-602,synovial sarcoma,0.8811526894569397,miR2Disease
hsa-miR-3677,synovial sarcoma,0.8811526894569397,Unconfirmed
hsa-miR-302b*,synovial sarcoma,0.8811526894569397,miR2Disease
hsa-miR-6499-3p,synovial sarcoma,0.8811526894569397,Unconfirmed
hsa-miR-320e-1095,synovial sarcoma,0.8811526894569397,Unconfirmed
hsa-miR-6724-5p,synovial sarcoma,0.8811526894569397,Unconfirmed
hsa-miR-656-5p,synovial sarcoma,0.8811526894569397,Unconfirmed
hsa-miR-3649,synovial sarcoma,0.8811526894569397,Unconfirmed
hsa-miR-508,synovial sarcoma,0.8811526894569397,miR2Disease
hsa-miR-4687-5p,synovial sarcoma,0.8811526894569397,Unconfirmed
hsa-miR-181a-3p,synovial sarcoma,0.8811526894569397,Unconfirmed
hsa-miR-219a-5p,synovial sarcoma,0.8811526894569397,Unconfirmed
hsa-miR-30c-1,synovial sarcoma,0.8811526894569397,miR2Disease
hsa-miR-4435,synovial sarcoma,0.8811526894569397,Unconfirmed
hsa-miR-362-3p,synovial sarcoma,0.8811526894569397,Unconfirmed
hsa-miR-33,osteosarcoma,0.881130576133728,miR2Disease
hsa-miR-129-1-3p,"squamous cell breast carcinoma, acantholytic variant",0.8811054825782776,Unconfirmed
hsa-miR-4687-5p,"squamous cell breast carcinoma, acantholytic variant",0.8811054825782776,Unconfirmed
hsa-miR-4748,"squamous cell breast carcinoma, acantholytic variant",0.8811054825782776,Unconfirmed
hsa-miR-649,"squamous cell breast carcinoma, acantholytic variant",0.8811054825782776,Unconfirmed
hsa-miR-7-1*,"squamous cell breast carcinoma, acantholytic variant",0.8811054825782776,miR2Disease
hsa-miR-6724-5p,"squamous cell breast carcinoma, acantholytic variant",0.8811054825782776,Unconfirmed
hsa-miR-106b-5p,"squamous cell breast carcinoma, acantholytic variant",0.8811054825782776,Unconfirmed
hsa-miR-450a-3p,"squamous cell breast carcinoma, acantholytic variant",0.8811054825782776,Unconfirmed
hsa-miR-4423-5p,"squamous cell breast carcinoma, acantholytic variant",0.8811054825782776,Unconfirmed
hsa-miR-5192,"squamous cell breast carcinoma, acantholytic variant",0.8811054825782776,Unconfirmed
hsa-miR-6775-3p,"squamous cell breast carcinoma, acantholytic variant",0.8811054825782776,Unconfirmed
hsa-miR-4511,"squamous cell breast carcinoma, acantholytic variant",0.8811054825782776,Unconfirmed
hsa-miR-362-3p,"Luminal B,triple negative",0.8810270428657532,Unconfirmed
hsa-miR-5192,"Luminal B,triple negative",0.8810270428657532,Unconfirmed
hsa-miR-125b,lymphoma,0.8808802962303162,miR2Disease
hsa-miR-548ae-5p@,wilms tumor,0.8807362914085388,Unconfirmed
hsa-miR-6861-5p,solid pseudopapillary neoplasm of pancreas,0.8805843591690063,Unconfirmed
hsa-miR-6510-5p,solid pseudopapillary neoplasm of pancreas,0.8805843591690063,Unconfirmed
hsa-miR-33,wilms tumor,0.8805524110794067,miR2Disease
hsa-miR-602,castration-resistant prostate cancer,0.8805434107780457,miR2Disease
hsa-miR-3154,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-362-3p,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-4748,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-6861-5p,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-5192,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-4496,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-106b-5p,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-6826-3p,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-3680*,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-4765,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-4435,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-450a-3p,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-181a-3p,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-506,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-3614-3p,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-6508-3p,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-30c-1,castration-resistant prostate cancer,0.8805434107780457,miR2Disease
hsa-miR-4281,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-937-3p,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-4757-5p,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-6796-5p,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-135a-3p,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-3913-3p,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-4441,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-3677,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-1306-5p,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-649,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-3199,castration-resistant prostate cancer,0.8805434107780457,Unconfirmed
hsa-miR-33,bladder urothelial carcinoma,0.8805115222930908,miR2Disease
hsa-miR-517-5p,miR-675-y,0.8804826140403748,Unconfirmed
hsa-miR-5196-5p,miR-675-y,0.8804826140403748,Unconfirmed
hsa-miR-1247,miR-675-y,0.8804826140403748,Unconfirmed
hsa-miR-424,Duke A,0.8804765939712524,miR2Disease
hsa-miR-182,biliary tract cancer,0.8804746866226196,miR2Disease
hsa-miR-6736-5p,miR-675-y,0.8803941011428833,Unconfirmed
hsa-miR-291-5p,miR-675-y,0.8803941011428833,Unconfirmed
hsa-miR-542-5p,ovarian carcinoma,0.8803742527961731,miR2Disease
hsa-miR-567,ovarian carcinoma,0.8803742527961731,Unconfirmed
hsa-miR-339-5p,ovarian carcinoma,0.8803742527961731,miR2Disease
hsa-miR-507,ovarian carcinoma,0.8803742527961731,Unconfirmed
hsa-miR-101,gastric cancer,0.8803281188011169,miR2Disease
hsa-miR-424,biliary tract cancer,0.8803099989891052,miR2Disease
hsa-miR-190,kidney cancer,0.8802849054336548,miR2Disease
hsa-miR-342,renal cell carcinoma,0.8802769780158997,miR2Disease
hsa-miR-153,gastric cancer,0.8802542090415955,miR2Disease
hsa-miR-6888-3p,sarcoma,0.8802077770233154,Unconfirmed
hsa-miR-3157-5p,sarcoma,0.8802077770233154,Unconfirmed
hsa-miR-98-5p,sarcoma,0.8802077770233154,Unconfirmed
hsa-miR-4748,sarcoma,0.8802077770233154,Unconfirmed
hsa-miR-188,head and neck squamous cell carcinoma,0.8801968693733215,miR2Disease
hsa-miR-1288-3p,miR-142-y,0.880168080329895,Unconfirmed
hsa-miR-3614-3p,miR-142-y,0.880168080329895,Unconfirmed
hsa-miR-6775-3p,miR-142-y,0.880168080329895,Unconfirmed
hsa-miR-302b*,miR-142-y,0.880168080329895,miR2Disease
hsa-miR-3909,miR-142-y,0.880168080329895,Unconfirmed
hsa-miR-4441,miR-142-y,0.880168080329895,Unconfirmed
hsa-miR-454,miR-142-y,0.880168080329895,Unconfirmed
hsa-miR-5004-5p,miR-142-y,0.880168080329895,Unconfirmed
hsa-miR-129-1-3p,miR-142-y,0.880168080329895,Unconfirmed
hsa-miR-4722-5p,miR-142-y,0.880168080329895,Unconfirmed
hsa-miR-548ae-5p@,kidney renal clear cell carcinoma,0.8801518678665161,Unconfirmed
hsa-miR-208,lung squamous cell carcinoma,0.8801411986351013,miR2Disease
hsa-miR-8058,gastric cancer,0.8801087737083435,Unconfirmed
hsa-miR-9*,kidney renal clear cell carcinoma,0.8801056146621704,miR2Disease
hsa-miR-625,solid pseudopapillary neoplasm of pancreas,0.8800588250160217,Unconfirmed
hsa-miR-424,thyroid carcinoma,0.8800443410873413,miR2Disease
hsa-miR-182,colorectal adenoma,0.8800420165061951,miR2Disease
hsa-miR-190,kidney renal clear cell carcinoma,0.8799864649772644,miR2Disease
hsa-miR-1185-1-3p,brain cancer,0.8799604177474976,Unconfirmed
hsa-miR-33,thyroid carcinoma,0.8798878788948059,miR2Disease
hsa-miR-222,multiple myeloma,0.8798792958259583,miR2Disease
hsa-miR-92a-2-5p,Luminal B Her2+,0.8798767924308777,Unconfirmed
hsa-miR-518a-1,renal cell carcinoma,0.8798064589500427,Unconfirmed
hsa-let-7c,Duke C,0.8797241449356079,"HMDD, miR2Disease"
hsa-miR-339,Duke A,0.8796660304069519,miR2Disease
hsa-miR-616*,solid pseudopapillary neoplasm of pancreas,0.8796294927597046,Unconfirmed
hsa-miR-7852-3p,kidney renal papillary cell carcinoma,0.8795323371887207,Unconfirmed
hsa-let7i,biliary tract cancer,0.8794612288475037,Unconfirmed
hsa-miR-342,thyroid carcinoma,0.8794360160827637,miR2Disease
hsa-miR-548aj-5p@,Basal-like,0.8794171214103699,Unconfirmed
hsa-miR-3180@,wilms tumor,0.8793849945068359,Unconfirmed
hsa-miR-182,kidney renal papillary cell carcinoma,0.8793221116065979,miR2Disease
hsa-miR-9*,lung squamous cell carcinoma,0.8792703151702881,miR2Disease
hsa-miR-182,medullary thyroid cancer,0.8792341947555542,miR2Disease
hsa-miR-522-5p,Duke C,0.8791539072990417,Unconfirmed
hsa-miR-3180@,Duke A,0.8791514039039612,Unconfirmed
hsa-miR-9*,kidney renal papillary cell carcinoma,0.879138171672821,miR2Disease
hsa-miR-29b,colorectal adenoma,0.879122793674469,miR2Disease
