source,destination,score
hsa-miR-125b,B cell lymphoma of MALT type,0.8864980936050415
hsa-miR-424,pancreatic ductal adenocarcinoma,0.8864727020263672
hsa-miR-424,Oncocytoma,0.8864377737045288
hsa-miR-7852-3p,retinoblastoma,0.8863958120346069
hsa-miR-7852-3p,T cell leukemia,0.886385977268219
hsa-miR-182,oral squamous cell carcinoma,0.886325478553772
hsa-miR-424,nasopharyngeal cancer,0.8863188028335571
hsa-miR-424,Synovial sarcoma,0.8862762451171875
hsa-miR-9*,Synovial sarcoma,0.8862590789794922
hsa-miR-548ae-5p@,larynx cancer,0.88619065284729
hsa-miR-182,clear cell ovarian carcinoma,0.8861647844314575
hsa-miR-424,larynx cancer,0.8861634731292725
hsa-miR-9*,oral squamous cell carcinoma,0.8861506581306458
hsa-miR-548ae-5p@,T cell leukemia,0.8860556483268738
hsa-miR-424,hepatocellular carcinoma,0.8860390782356262
hsa-miR-424,retinoblastoma,0.8860382437705994
hsa-miR-190,primary papillary thyroid carcinomas,0.8860377669334412
hsa-miR-29b,colorectal cancer,0.8860339522361755
hsa-miR-29b,Gastric lymphoma,0.8860287070274353
hsa-miR-548am-5p@,glioma,0.8860199451446533
hsa-miR-33,oral squamous cell carcinoma,0.8860183954238892
hsa-miR-142-3p,large cell neuroendocrine cancer,0.88600754737854
hsa-miR-424,clear cell ovarian carcinoma,0.8860068917274475
hsa-miR-190,hepatocellular carcinoma,0.8859078884124756
hsa-miR-190,retinoblastoma,0.8859070539474487
hsa-miR-221,Luminal A,0.8858838677406311
hsa-miR-33,T cell leukemia,0.8858789801597595
hsa-miR-190,clear cell ovarian carcinoma,0.8858758211135864
hsa-miR-29b,Splenic lymphoma,0.8858654499053955
hsa-miR-342,T acute lymphoblastic leukemia,0.8857601881027222
hsa-miR-424,HPV negative,0.8856374025344849
hsa-miR-9*,HPV negative,0.8856202960014343
hsa-miR-342,oral squamous cell carcinoma,0.8855865597724915
hsa-miR-339,T acute lymphoblastic leukemia,0.8855648040771484
hsa-miR-9*,non-small cell lung cancer,0.8855329155921936
hsa-miR-29b,primary papillary thyroid carcinomas,0.8854488730430603
hsa-miR-548ae-5p@,stomach adenocarcinoma,0.8854476809501648
hsa-miR-424,stomach adenocarcinoma,0.885420560836792
hsa-miR-9*,stomach adenocarcinoma,0.8854032754898071
hsa-miR-33,non-small cell lung cancer,0.8853998780250549
hsa-miR-153,Barrett's carcinogenesis,0.8853951096534729
hsa-miR-190,B cell lymphoma of MALT type,0.8853269219398499
hsa-miR-338,Barrett's carcinogenesis,0.8853063583374023
hsa-miR-29b,clear cell ovarian carcinoma,0.8852861523628235
hsa-miR-339,glioma,0.8852658271789551
hsa-miR-7515,Gastric lymphoma,0.8851907253265381
hsa-miR-7515,breast cancer,0.8851884603500366
hsa-miR-9*,chromophobe renal cell carcinoma,0.8850498795509338
hsa-miR-518a-1,T cell leukemia,0.8849937319755554
hsa-miR-188,Gastric lymphoma,0.8849872946739197
hsa-miR-520g-3p@,T acute lymphoblastic leukemia,0.8849804997444153
hsa-miR-518a-1,clear cell ovarian carcinoma,0.8849719762802124
hsa-miR-190,chromophobe renal cell carcinoma,0.8849351406097412
hsa-miR-342,esophageal cancer,0.8848828673362732
hsa-miR-3180@,multiple myeloma,0.8848703503608704
hsa-miR-9*,Barrett's carcinogenesis,0.8847489953041077
hsa-miR-5688,colorectal cancer,0.8846195936203003
hsa-miR-5688,Gastric lymphoma,0.8846144080162048
hsa-miR-518a-1,HPV negative,0.8845996260643005
hsa-miR-518a-1,esophageal cancer,0.8844280242919922
hsa-miR-188,clear cell ovarian carcinoma,0.8842388987541199
hsa-miR-3180@,lung cancer,0.8842361569404602
hsa-miR-5688,T acute lymphoblastic leukemia,0.8842030167579651
hsa-miR-3180@,esophageal cancer,0.884190022945404
hsa-miR-520g-3p@,esophageal cancer,0.8840978741645813
hsa-miR-7515,HPV negative,0.8840698599815369
hsa-miR-518a-1,chromophobe renal cell carcinoma,0.8840247392654419
hsa-miR-5688,larynx cancer,0.8840230703353882
hsa-miR-7515,non-small cell lung cancer,0.8839812278747559
hsa-miR-5688,hepatocellular carcinoma,0.8838965892791748
hsa-miR-125b,kidney chromophobe cancer,0.8838919401168823
hsa-miR-188,HPV negative,0.8838645219802856
hsa-miR-520g-3p@,chromophobe renal cell carcinoma,0.8836936950683594
hsa-miR-188,esophageal cancer,0.8836920261383057
hsa-miR-153,bladder cancer,0.8833494782447815
hsa-miR-29b,non-small cell lung adenocarcinoma,0.8833052515983582
hsa-miR-338,bladder cancer,0.8832595348358154
hsa-miR-520g-3p@,Luminal A,0.8830341696739197
hsa-miR-188,Barrett's carcinogenesis,0.8829818367958069
hsa-miR-548ae-5p@,bladder cancer,0.8827389478683472
hsa-miR-9*,uterus cancer,0.882673442363739
hsa-miR-7515,non-small cell lung adenocarcinoma,0.8824500441551208
hsa-miR-7852-3p,head and neck squamous cell carcinoma,0.8823867440223694
hsa-miR-6079,Wilms tumor,0.8823511600494385
hsa-miR-221,wilms tumor,0.8821448087692261
hsa-miR-548ae-5p@,head and neck squamous cell carcinoma,0.8820463418960571
hsa-miR-424,head and neck squamous cell carcinoma,0.8820183873176575
hsa-miR-101,osteosarcoma,0.8820035457611084
hsa-miR-9*,head and neck squamous cell carcinoma,0.8820006847381592
hsa-miR-33,adrenocortical carcinoma,0.8818284869194031
hsa-miR-99a,head and neck cancer,0.8815680146217346
hsa-miR-3180@,kidney chromophobe cancer,0.881528913974762
hsa-miR-182,osteosarcoma,0.8814488649368286
hsa-miR-342,head and neck squamous cell carcinoma,0.8814185857772827
hsa-miR-8058,renal cell carcinoma,0.8813844919204712
hsa-miR-338,Wilms tumor,0.8813794255256653
hsa-let-7d,lymphoma,0.8813323974609375
hsa-miR-342,H. Pylori negative gastric cancer,0.8813302516937256
hsa-miR-522-5p,Luminal A,0.8813216686248779
hsa-miR-548ae-5p@,osteosarcoma,0.8813135623931885
hsa-miR-189,T-cell lymphoblastic lymphoma,0.8812223076820374
hsa-miR-7852-3p,Wilms tumor,0.8811952471733093
hsa-miR-33,osteosarcoma,0.881130576133728
hsa-miR-125b,lymphoma,0.8808802962303162
hsa-miR-548ae-5p@,wilms tumor,0.8807362914085388
hsa-miR-33,wilms tumor,0.8805524110794067
hsa-miR-33,bladder urothelial carcinoma,0.8805115222930908
hsa-miR-424,Duke A,0.8804765939712524
hsa-miR-182,biliary tract cancer,0.8804746866226196
hsa-miR-101,gastric cancer,0.8803281188011169
hsa-miR-424,biliary tract cancer,0.8803099989891052
hsa-miR-190,kidney cancer,0.8802849054336548
hsa-miR-342,renal cell carcinoma,0.8802769780158997
hsa-miR-153,gastric cancer,0.8802542090415955
hsa-miR-188,head and neck squamous cell carcinoma,0.8801968693733215
hsa-miR-548ae-5p@,kidney renal clear cell carcinoma,0.8801518678665161
hsa-miR-208,lung squamous cell carcinoma,0.8801411986351013
hsa-miR-8058,gastric cancer,0.8801087737083435
hsa-miR-9*,kidney renal clear cell carcinoma,0.8801056146621704
hsa-miR-424,thyroid carcinoma,0.8800443410873413
hsa-miR-182,colorectal adenoma,0.8800420165061951
hsa-miR-190,kidney renal clear cell carcinoma,0.8799864649772644
hsa-miR-33,thyroid carcinoma,0.8798878788948059
hsa-miR-222,multiple myeloma,0.8798792958259583
hsa-miR-518a-1,renal cell carcinoma,0.8798064589500427
hsa-let-7c,Duke C,0.8797241449356079
hsa-miR-339,Duke A,0.8796660304069519
hsa-miR-7852-3p,kidney renal papillary cell carcinoma,0.8795323371887207
hsa-let7i,biliary tract cancer,0.8794612288475037
hsa-miR-342,thyroid carcinoma,0.8794360160827637
hsa-miR-548aj-5p@,Basal-like,0.8794171214103699
hsa-miR-3180@,wilms tumor,0.8793849945068359
hsa-miR-182,kidney renal papillary cell carcinoma,0.8793221116065979
hsa-miR-9*,lung squamous cell carcinoma,0.8792703151702881
hsa-miR-182,medullary thyroid cancer,0.8792341947555542
hsa-miR-522-5p,Duke C,0.8791539072990417
hsa-miR-3180@,Duke A,0.8791514039039612
hsa-miR-9*,kidney renal papillary cell carcinoma,0.879138171672821
hsa-miR-29b,colorectal adenoma,0.879122793674469
hsa-miR-17-3p,head and neck squamous cell carcinoma,0.8790819644927979
hsa-miR-548ae-5p@,serrated adenoma,0.8790683150291443
hsa-miR-522-5p,esophageal squamous cell carcinomas,0.8790485262870789
hsa-miR-17-3p,H. Pylori negative gastric cancer,0.878991961479187
hsa-miR-188,Wilms tumor,0.8789861798286438
hsa-miR-6719-3p,primary papillary thyroid carcinomas,0.8789697885513306
hsa-miR-518a-1,thyroid carcinoma,0.8789626955986023
hsa-miR-101,epithelial ovarian cancer,0.878956139087677
hsa-miR-520g-3p@,biliary tract cancer,0.8788876533508301
hsa-miR-7515,Duke A,0.8788479566574097
hsa-miR-129,thyroid carcinoma,0.8786922693252563
hsa-miR-6079,meningioma,0.8786689043045044
hsa-miR-520g-3p@,thyroid carcinoma,0.8786191344261169
hsa-miR-221,meningioma,0.8785741925239563
hsa-miR-548aj-5p@,multiple myeloma,0.8785460591316223
hsa-miR-335,ER negative,0.8784920573234558
hsa-miR-548ad-5p,colon adenocarcinoma,0.8784753680229187
hsa-miR-222,Barrett's carcinogenesis,0.8784394264221191
hsa-miR-7852-3p,HER2+ positive,0.8784387707710266
hsa-miR-33,malignant pleural mesothelioma,0.8783015608787537
hsa-miR-221,colon adenocarcinoma,0.8782910704612732
hsa-miR-199a-3p/hsa-miR-199b-3p,breast cancer,0.8782836198806763
hsa-miR-188,kidney renal clear cell carcinoma,0.8782768249511719
hsa-miR-335,hepatoblastoma,0.8782737851142883
hsa-miR-148,HPV negative,0.8782499432563782
hsa-miR-5688,Duke A,0.8782438635826111
hsa-miR-9*,esophageal squamous cell carcinomas,0.878186821937561
hsa-miR-29b,ovarian cancer,0.8781827688217163
hsa-miR-5688,biliary tract cancer,0.8780746459960938
hsa-miR-518a-1,kidney renal papillary cell carcinoma,0.8780675530433655
hsa-miR-135b,oropharyngeal squamous cell carcinoma,0.8780391812324524
hsa-miR-6070,invasive ductal carcinoma,0.8778860569000244
hsa-miR-188,gastric cancer,0.8777474761009216
hsa-miR-424,medulloblastoma,0.8776989579200745
hsa-miR-9*,medulloblastoma,0.8776807188987732
hsa-miR-7515,lung squamous cell carcinoma,0.8776456117630005
hsa-miR-3180@,ovarian cancer,0.8776021003723145
hsa-miR-5688,lymphoma,0.8775526881217957
hsa-miR-371,invasive ductal carcinoma,0.877502977848053
hsa-miR-188,liposarcoma,0.8774495124816895
hsa-miR-6070,Synovial sarcoma,0.8773837089538574
hsa-miR-153,large cell neuroendocrine cancer,0.8773688673973083
hsa-miR-8058,colon adenocarcinoma,0.8773317337036133
hsa-miR-6070,primary papillary thyroid carcinomas,0.8772690296173096
hsa-miR-219,T-cell lymphoblastic lymphoma,0.877254843711853
hsa-miR-373*,liver cancer,0.8772090673446655
hsa-miR-101,PR positive,0.8771392703056335
hsa-miR-6070,T cell leukemia,0.8771194219589233
hsa-miR-188,ovarian cancer,0.8770797252655029
hsa-miR-5688,lung squamous cell carcinoma,0.8770365118980408
hsa-miR-219,glioma,0.8770052790641785
hsa-miR-17-3p,lymphoma,0.8768125176429749
hsa-miR-7515,malignant pleural mesothelioma,0.8768072724342346
hsa-miR-5688,ovarian cancer,0.8766846656799316
hsa-miR-520g-3p@,HER2+ positive,0.8766140937805176
hsa-miR-148,non-small cell lung adenocarcinoma,0.8765600919723511
hsa-miR-219,non-small cell lung cancer,0.8764780759811401
hsa-miR-7515,HER2+ positive,0.8764025568962097
hsa-miR-219,esophageal cancer,0.8763896226882935
hsa-miR-188,esophageal squamous cell carcinomas,0.8763328194618225
hsa-miR-129,medulloblastoma,0.8763242959976196
hsa-miR-188,rectum adenocarcinoma,0.8763110041618347
hsa-miR-21,larynx cancer,0.8762388825416565
hsa-miR-33,PR positive,0.87623530626297
hsa-miR-126*,primary papillary thyroid carcinomas,0.8761805891990662
hsa-let-7c,larynx cancer,0.8761662840843201
hsa-miR-21,breast cancer,0.876110315322876
hsa-miR-9*,T-cell lymphoblastic lymphoma,0.8761026859283447
hsa-miR-21,multiple myeloma,0.8759524822235107
hsa-let-7c,Hodgkin lymphoma,0.8759105801582336
hsa-miR-101,intrahepatic cholangiocarcinoma,0.8758717179298401
hsa-miR-198,Splenic lymphoma,0.8758490681648254
hsa-miR-34a,kidney chromophobe cancer,0.875802218914032
hsa-miR-221,Gastric lymphoma,0.8757811784744263
hsa-miR-134,nasopharyngeal cancer,0.8757730722427368
hsa-miR-801_v10.1,larynx cancer,0.8757644891738892
hsa-miR-99a,Hodgkin lymphoma,0.875731348991394
hsa-miR-99a,multiple myeloma,0.8757006525993347
hsa-miR-21,HPV negative,0.8756834864616394
hsa-miR-219,Barrett's carcinogenesis,0.8756411671638489
hsa-miR-126*,HPV negative,0.875627875328064
hsa-miR-339,PR positive,0.8755614757537842
hsa-miR-21,B cell lymphoma of MALT type,0.8755577206611633
hsa-miR-548ae-5p@,T-cell lymphoblastic lymphoma,0.8754912614822388
hsa-let-7c,B cell lymphoma of MALT type,0.8754849433898926
hsa-miR-134,hepatocellular carcinoma,0.8754710555076599
hsa-miR-134,T cell leukemia,0.8754595518112183
hsa-miR-182,T-cell lymphoblastic lymphoma,0.875364363193512
hsa-miR-221,HPV negative,0.875337541103363
hsa-miR-137,hepatocellular carcinoma,0.8753283023834229
hsa-miR-16,hepatocellular carcinoma,0.8753197193145752
hsa-miR-33,cervical squamous cell carcinoma,0.8753101229667664
hsa-miR-101,larynx cancer,0.8752672076225281
hsa-miR-188,meningioma,0.8752133846282959
hsa-miR-548ae-5p@,PR negative,0.8751371502876282
hsa-miR-101,Splenic lymphoma,0.8751366138458252
hsa-miR-338,larynx cancer,0.8751044869422913
hsa-miR-208,HPV negative,0.8750851154327393
hsa-miR-8058,retinoblastoma,0.8750048279762268
hsa-miR-190,intrahepatic cholangiocarcinoma,0.8749796152114868
hsa-miR-153,hepatocellular carcinoma,0.8749271631240845
hsa-miR-134,esophageal cancer,0.8748536705970764
hsa-miR-522-5p,larynx cancer,0.8748465776443481
hsa-miR-520g-3p@,T-cell lymphoblastic lymphoma,0.8748192191123962
hsa-miR-7852-3p,Gastric lymphoma,0.8747739195823669
hsa-miR-424,Basal-like,0.8746143579483032
hsa-miR-7852-3p,ER positive,0.8746008276939392
hsa-miR-8080,Gastric lymphoma,0.8745730519294739
hsa-miR-548ah-3p@,Gastric lymphoma,0.8744131922721863
hsa-miR-548ap-3p@,Barrett's carcinogenesis,0.8744004368782043
hsa-miR-21,Duke C,0.8743776082992554
hsa-miR-29b,intrahepatic cholangiocarcinoma,0.8743417859077454
hsa-miR-125b,oropharyngeal squamous cell carcinoma,0.8743278980255127
hsa-miR-184,serrated adenoma,0.8743171691894531
hsa-miR-182,retinoblastoma,0.8742486238479614
hsa-let-7b,T-cell lymphoblastic lymphoma,0.8742457032203674
hsa-miR-548ad-5p,meningioma,0.8742356896400452
hsa-miR-548ah-3p@,Splenic lymphoma,0.8742356300354004
hsa-miR-95,osteosarcoma,0.8741825222969055
hsa-miR-182,ER positive,0.8741430640220642
hsa-miR-548ad-5p,esophageal squamous cell carcinomas,0.8741168975830078
hsa-miR-548ae-5p@,testicular germ cell tumor,0.8740981221199036
hsa-miR-548ae-5p@,Gastric lymphoma,0.8740891218185425
hsa-let-7b,uterus cancer,0.8740550875663757
hsa-miR-424,T cell leukemia,0.874054491519928
hsa-let-7c,kidney chromophobe cancer,0.8740422129631042
hsa-miR-548ae-5p@,retinoblastoma,0.8740211129188538
hsa-miR-548ae-5p@,nasopharyngeal cancer,0.8739765882492065
hsa-miR-9*,T cell leukemia,0.8739525079727173
hsa-miR-9*,ER negative,0.8739132881164551
hsa-miR-9*,testicular germ cell tumor,0.8739125728607178
hsa-miR-101,oropharyngeal squamous cell carcinoma,0.8739067316055298
hsa-miR-9*,Gastric lymphoma,0.8739036321640015
hsa-miR-6079,medulloblastoma,0.8739030957221985
hsa-miR-548ah-3p@,Synovial sarcoma,0.8739003539085388
hsa-miR-198,Barrett's carcinogenesis,0.8738851547241211
hsa-miR-6070,T-cell lymphoblastic lymphoma,0.8738713264465332
hsa-miR-548ad-5p,medullary thyroid cancer,0.873850405216217
hsa-miR-9*,glioma,0.8738367557525635
hsa-miR-9*,retinoblastoma,0.8738354444503784
hsa-miR-424,multiple myeloma,0.873829185962677
hsa-miR-190,Synovial sarcoma,0.8738242387771606
hsa-miR-8080,retinoblastoma,0.8738008737564087
hsa-miR-21,colorectal adenoma,0.873796284198761
hsa-miR-33,primary papillary thyroid carcinomas,0.8737660050392151
hsa-miR-182,esophageal cancer,0.8737437129020691
hsa-miR-9*,ER positive,0.873729407787323
hsa-miR-33,T acute lymphoblastic leukemia,0.8737220764160156
hsa-miR-6070,kidney chromophobe cancer,0.8737081289291382
hsa-miR-33,ER negative,0.873663604259491
hsa-miR-33,Gastric lymphoma,0.8736540675163269
hsa-miR-548ah-3p@,T cell leukemia,0.8736295104026794
hsa-miR-33,PR negative,0.8736156821250916
hsa-miR-126*,colorectal adenoma,0.8736136555671692
hsa-miR-33,glioma,0.8735871315002441
hsa-miR-548ae-5p@,non-small cell lung cancer,0.8735828399658203
hsa-let-7b,HPV negative,0.8735622763633728
hsa-miR-182,chromophobe renal cell carcinoma,0.8734514713287354
hsa-miR-424,B cell lymphoma of MALT type,0.8734286427497864
hsa-miR-219,uterus cancer,0.8734249472618103
hsa-miR-126*,head and neck cancer,0.8734015822410583
hsa-miR-8080,HPV negative,0.8733633756637573
hsa-miR-17-3p,PR positive,0.8733396530151367
hsa-let-7b,gallbladder carcinoma,0.8733241558074951
hsa-miR-190,non-small cell lung cancer,0.8732364773750305
hsa-miR-222,lymphoma,0.8732355237007141
hsa-miR-190,lung cancer,0.873214066028595
hsa-miR-6079,osteosarcoma,0.8732098937034607
hsa-miR-548ah-3p@,HPV negative,0.8732020258903503
hsa-miR-221,lung adenocarcinoma,0.8731726408004761
hsa-miR-5688,Basal-like,0.873112142086029
hsa-miR-548ad-5p,Wilms tumor,0.8730790615081787
hsa-miR-101,uterus cancer,0.8730536699295044
hsa-miR-126*,glioblastoma multiforme,0.8730481266975403
hsa-miR-33,stomach adenocarcinoma,0.8730437159538269
hsa-let-7c,glioblastoma multiforme,0.8730289936065674
hsa-miR-21,oropharyngeal squamous cell carcinoma,0.873023271560669
hsa-miR-342,Splenic lymphoma,0.8730204105377197
hsa-miR-101,Burkitt's lymphoma,0.8730131387710571
hsa-let-7b,liver cancer,0.8729903697967529
hsa-miR-548ad-5p,uterus cancer,0.8729692697525024
hsa-miR-101,ovarian cancer,0.8728740811347961
hsa-miR-153,lung adenocarcinoma,0.8728655576705933
hsa-miR-199a-3p/hsa-miR-199b-3p,cervical adenocarcinoma,0.8728494048118591
hsa-miR-548ad-5p,Duke A,0.8727999925613403
hsa-miR-33,chromophobe renal cell carcinoma,0.8727849125862122
hsa-miR-7515,HPV positive,0.872738242149353
hsa-miR-522-5p,bladder cancer,0.8726375699043274
hsa-miR-33,Barrett's carcinogenesis,0.8725971579551697
hsa-miR-339,clear cell ovarian carcinoma,0.8725917339324951
hsa-miR-518a-1,esophageal adenocarcinoma,0.8725641965866089
hsa-let-7c,HPV negative,0.8725543022155762
hsa-let-7c,melanoma,0.8725383281707764
hsa-miR-548ad-5p,esophageal cancer,0.8725348114967346
hsa-miR-338,PR positive,0.8725337982177734
hsa-miR-126*,larynx cancer,0.8725078701972961
hsa-miR-338,H. Pylori negative gastric cancer,0.8724851608276367
hsa-miR-188,Basal-like,0.8724430799484253
hsa-miR-33,oropharyngeal squamous cell carcinoma,0.8723941445350647
hsa-miR-126*,Hodgkin lymphoma,0.8723894357681274
hsa-miR-153,intrahepatic cholangiocarcinoma,0.8723450899124146
hsa-miR-99a,glioblastoma multiforme,0.872340738773346
hsa-miR-99a,kidney chromophobe cancer,0.8723356127738953
hsa-miR-126*,gallbladder carcinoma,0.8723338842391968
hsa-miR-21,chronic myeloid leukemia,0.8723253607749939
hsa-miR-99a,plasma cell leukemia,0.8722890019416809
hsa-miR-520g-3p@,oral squamous cell carcinoma,0.8722717761993408
hsa-miR-126*,invasive ductal carcinoma,0.8722547292709351
hsa-miR-548ad-5p,clear cell renal cell carcinoma,0.8722488284111023
hsa-miR-522-5p,colon adenocarcinoma,0.8722420930862427
hsa-miR-6079,esophageal cancer,0.872237503528595
hsa-miR-7852-3p,PR positive,0.8722272515296936
hsa-miR-801_v10.1,kidney chromophobe cancer,0.8721719980239868
hsa-miR-101,Wilms tumor,0.8721536993980408
hsa-miR-101,renal cell carcinoma,0.8721519708633423
hsa-miR-338,ovarian cancer,0.8721442818641663
hsa-miR-99a,oropharyngeal squamous cell carcinoma,0.8721312284469604
hsa-miR-424,high-grade serous ovarian carcinoma,0.8721265196800232
hsa-miR-8058,esophageal squamous cell carcinomas,0.8721194863319397
hsa-miR-191,large cell neuroendocrine cancer,0.872115433216095
hsa-miR-129,hepatoblastoma,0.8721070289611816
hsa-miR-129,ER negative,0.8721044659614563
hsa-miR-208,Duke A,0.8720971941947937
hsa-miR-129,Gastric lymphoma,0.8720945715904236
hsa-miR-520g-3p@,glioma,0.8720877766609192
hsa-miR-7852-3p,esophageal squamous cell carcinomas,0.8720800876617432
hsa-miR-548ad-5p,brainstem gliomas,0.8720765113830566
hsa-miR-142-3p,lymphoma,0.8720719218254089
hsa-let-7c,colorectal adenoma,0.8720663189888
hsa-miR-184,hepatocellular carcinoma,0.8720647692680359
hsa-miR-125b,head and neck cancer,0.8720571398735046
hsa-miR-153,osteosarcoma,0.8720539808273315
hsa-miR-338,high-grade serous ovarian carcinoma,0.8720458745956421
hsa-miR-99a,pancreatic cancer,0.8720178604125977
hsa-miR-182,medulloblastoma,0.8720148801803589
hsa-miR-548ad-5p,Luminal B,0.8720031380653381
hsa-miR-338,liposarcoma,0.87199866771698
hsa-miR-184,retinoblastoma,0.8719897866249084
hsa-miR-208,large cell carcinoma,0.8719871640205383
hsa-miR-21,HER2+,0.8719807267189026
hsa-miR-33,high-grade serous ovarian carcinoma,0.8719612956047058
hsa-miR-518a-1,stomach adenocarcinoma,0.8719414472579956
hsa-miR-153,ovarian cancer,0.8719348311424255
hsa-miR-182,epithelial ovarian cancer,0.8719304800033569
hsa-miR-6079,Oncocytoma,0.8719220161437988
hsa-miR-520g-3p@,clear cell ovarian carcinoma,0.8719154596328735
hsa-miR-548ae-5p@,HER2+ positive,0.871910572052002
hsa-miR-29b,chromophobe renal cell carcinoma,0.8719084858894348
hsa-miR-424,bladder cancer,0.8718999028205872
hsa-miR-101,wilms tumor,0.8718993067741394
hsa-miR-338,gastric cancer,0.8718945980072021
hsa-miR-424,meningioma,0.8718945384025574
hsa-miR-30b,larynx cancer,0.8718729615211487
hsa-miR-221,follicular cleaved lymphoma,0.8718527555465698
hsa-miR-8058,medullary thyroid cancer,0.8718494176864624
hsa-miR-335,Duke A,0.8718363642692566
hsa-miR-3180@,nasopharyngeal cancer,0.8718358278274536
hsa-miR-125b,glioblastoma multiforme,0.8718217611312866
hsa-miR-424,HER2+ positive,0.8718008399009705
hsa-miR-522-5p,high-grade serous ovarian carcinoma,0.8717705011367798
hsa-miR-21,Luminal A,0.8717703223228455
hsa-miR-30b,invasive ductal carcinoma,0.8717656135559082
hsa-miR-6079,gastric cancer,0.8717377185821533
hsa-miR-126*,Basal-like,0.8717042803764343
hsa-miR-16,uterus cancer,0.8717023730278015
hsa-miR-548ae-5p@,ovarian cancer,0.8716400265693665
hsa-miR-208,Barrett's carcinogenesis,0.8716399669647217
hsa-miR-129,HPV negative,0.8716398477554321
hsa-miR-548ae-5p@,medullary thyroid cancer,0.8716130256652832
hsa-miR-182,lung adenocarcinoma,0.8716110587120056
hsa-miR-184,HPV negative,0.8716042041778564
hsa-miR-6079,liver cancer,0.8715981841087341
hsa-miR-7515,oral squamous cell carcinoma,0.8715934157371521
hsa-miR-548ae-5p@,kidney renal papillary cell carcinoma,0.8715678453445435
hsa-miR-6070,Wilms tumor,0.8715665340423584
hsa-miR-182,lung squamous cell carcinoma,0.8715540170669556
hsa-miR-7515,T cell leukemia,0.8715264797210693
hsa-miR-3180@,HPV negative,0.8714947700500488
hsa-miR-424,H. Pylori negative gastric cancer,0.8714829087257385
hsa-miR-101,follicular cleaved lymphoma,0.871472179889679
hsa-miR-424,endometrial cancer,0.8714689612388611
hsa-miR-424,kidney renal papillary cell carcinoma,0.8714580535888672
hsa-miR-424,lung adenocarcinoma,0.8714509606361389
hsa-miR-548ap-3p@,head and neck squamous cell carcinoma,0.8714410066604614
hsa-miR-182,gastric cancer,0.8714398145675659
hsa-miR-9*,malignant pleural mesothelioma,0.8714216351509094
hsa-miR-9*,adrenocortical carcinoma,0.8714080452919006
hsa-miR-7515,retinoblastoma,0.8714073300361633
hsa-miR-221,Luminal B,0.8713692426681519
hsa-miR-125b,HPV negative,0.8713432550430298
hsa-miR-3180@,stomach adenocarcinoma,0.871332585811615
hsa-miR-99a,diffuse large B cell lymphoma,0.871321439743042
hsa-miR-30b,HPV negative,0.8713008761405945
hsa-miR-338,large cell carcinoma,0.8712987303733826
hsa-miR-208,clear cell ovarian carcinoma,0.8712955713272095
hsa-miR-190,medulloblastoma,0.8712954521179199
hsa-miR-6079,T-cell lymphoblastic lymphoma,0.8712865114212036
hsa-miR-338,Burkitt Lymphoma,0.8712529540061951
hsa-miR-190,esophageal squamous cell carcinomas,0.8712137341499329
hsa-miR-190,epithelial ovarian cancer,0.8712106943130493
hsa-miR-190,endometrial cancer,0.8712033629417419
hsa-miR-208,clear cell renal cell carcinoma,0.8711889386177063
