source,destination,score,evidence
hsa-miR-93,chordoma,0.6190188527107239,miR2Disease
hsa-miR-363,glioblastoma cancer,0.6180614233016968,miR2Disease
hsa-miR-148b,colon adenocarcinoma cancer,0.6132882237434387,miR2Disease
hsa-miR-4785,sarcoma,0.6122241020202637,Unconfirmed
hsa-miR-370,infantile hemangioma cancer,0.6067501902580261,miR2Disease
hsa-miR-488-5p,skin cutaneous melanoma cancer,0.6019698977470398,Unconfirmed
hsa-miR-145-5p,small intestinal neuroendocrine tumor,0.5986355543136597,Unconfirmed
hsa-miR-27a-5p,papillary thyroid carcinoma cancer,0.5959593653678894,Unconfirmed
hsa-miR-6124,ovarian carcinoma cancer,0.593854546546936,Unconfirmed
hsa-miR-3155a,Barrett's carcinogenesis cancer,0.5490449666976929,Unconfirmed
hsa-miR-659-5p,Gastric lymphoma cancer,0.548647940158844,Unconfirmed
hsa-miR-6815-5p,hepatoblastoma cancer,0.5381329655647278,Unconfirmed
hsa-miR-138-5p,combined hepatocellular cholangiocarcinoma cancer,0.5277917385101318,Unconfirmed
hsa-miR-3912-5p,colon cancer,0.526264488697052,Unconfirmed
hsa-miR-589-5p,colonic adenomas cancer,0.5256493091583252,Unconfirmed
hsa-miR-191,Luminal A cancer,0.519631028175354,miR2Disease
hsa-miR-370-3p,glioblastoma  cancer,0.5176171660423279,Unconfirmed
hsa-miR-7975,oropharyngeal squamous cell carcinoma,0.5120353102684021,Unconfirmed
hsa-miR-6869-5p,prostate adenocarcinoma cancer,0.5117576122283936,Unconfirmed
hsa-miR-6810-5p,B-cell non-Hodgkin lymphoma cancer,0.5110958218574524,Unconfirmed
hsa-miR-1276,malignant pleural mesothelioma cancer,0.509135901927948,Unconfirmed
hsa-miR-6805-5p,Luminal cancer,0.5082825422286987,Unconfirmed
hsa-miR-423-5p,diffuse large B cell lymphoma cancer,0.508234977722168,Unconfirmed
hsa-miR-769-3p,acute myelogenous leukemia cancer,0.508044958114624,miR2Disease
hsa-miR-4687-5p,squamous cell carcinoma cancer,0.5069039463996887,Unconfirmed
hsa-miR-33b-3p,aryngeal squamous cell carcinoma cancer,0.5063778162002563,Unconfirmed
hsa-miR-301a-5p,meningioma cancer,0.506356954574585,Unconfirmed
hsa-miR-4732-3p,B cell lymphoma cancer,0.506318986415863,Unconfirmed
hsa-miR-3152-5p,osteosarcoma cancer,0.5048559308052063,Unconfirmed
hsa-miR-23a-3p,cholangiocarcinoma cancer,0.5034978985786438,Unconfirmed
hsa-miR-1281,esophageal carcinoma cancer,0.5032157301902771,Unconfirmed
hsa-miR-6851-3p,Leptomeningeal metastasis cancer,0.49174895882606506,Unconfirmed
hsa-miR-627-3p,oral squamous cell carcinoma,0.45757344365119934,Unconfirmed
hsa-miR-26b*,anaplastic astrocytoma cancer,0.3215458393096924,Unconfirmed
